trade_id,market_id,market_title,signal_time,entry_price,model_p,direction,size_usd,size_factor,edge_pp,ensemble_spread,confidence_score,resolution_date,metric,threshold,threshold_high,weather_direction,lat,lon,location_tz,actual_outcome,resolved_at,pnl_usd,brier_score,cumulative_pnl,cumulative_brier,raw_p,model_breakdown_json
b4beda96,0x719841f335fe06572699c6c554641748afc9f6ec0f0af2ae88c846ff8b354a2c,Highest temperature in Miami on May 23? - Will the highest temperature in Miami be between 86-87°F on May 23?,2026-05-21T18:28:27.611029+00:00,0.77,0.11428945359211737,NO,25.0,,0.1157,0.12051282051282051,0.388,2026-05-23T12:00:00+00:00,temperature_2m_max,30.0,30.555555555555557,range,25.77427,-80.19366,,1,2026-05-24T12:08:52.387847+00:00,-5.75,0.7845,1647.4873,18.3675,,
56d1f673,0x14d2339505be2152b3b5d44a129005f98c6b3bfd5ca4793dc7f73476407bfe58,Highest temperature in Miami on May 23? - Will the highest temperature in Miami be between 90-91°F on May 23?,2026-05-21T18:28:28.765521+00:00,0.77,0.11748803906589132,NO,25.0,,0.1125,0.07642307692307693,0.476,2026-05-23T12:00:00+00:00,temperature_2m_max,32.22222222222222,32.77777777777778,range,25.77427,-80.19366,,0,2026-05-24T12:08:52.387847+00:00,19.25,0.0138,1666.7373,18.3813,,
cb9572bf,0x54b06a92d1c89446ecd68b85e7adaf94afa065f0bd77ebbf7df88c68933efac5,Highest temperature in Atlanta on May 23? - Will the highest temperature in Atlanta be between 80-81°F on May 23?,2026-05-21T18:28:37.831082+00:00,0.675,0.1104428704189849,NO,25.0,,0.2146,0.017948717948717947,0.593,2026-05-23T12:00:00+00:00,temperature_2m_max,26.666666666666668,27.22222222222222,range,33.749,-84.38798,,1,2026-05-24T12:08:52.387847+00:00,-8.125,0.7913,1658.6123,19.1726,,
8dd0db21,0x2d04583cbfd5aef58531d49fef378c55a1945f2a988ae7e69b6aaa63ecd5ecfc,Highest temperature in Seoul on May 22? - Will the highest temperature in Seoul be 26°C on May 22?,2026-05-22T07:00:42.168487+00:00,0.07499999999999996,0.3616459372204661,NO,25.0,,0.5634,0.020512820512820523,0.694,2026-05-22T12:00:00+00:00,temperature_2m_max,26.0,,equal,37.566,126.9784,,0,2026-05-22T12:00:07.885857+00:00,1.875,0.1308,1660.4873,19.3034,,
d131536a,0x9bf6ad6f9bc7a5fc74b0f7b60ca37a993a89d8fe889e0757d4e8a90e16262add,Highest temperature in Shanghai on May 22? - Will the highest temperature in Shanghai be 23°C on May 22?,2026-05-22T07:34:49.094873+00:00,0.19999999999999996,0.007609751779924079,NO,25.0,,0.7924,0.016166666666666666,0.705,2026-05-22T12:00:00+00:00,temperature_2m_max,23.0,,equal,31.22222,121.45806,,0,2026-05-22T12:00:07.885857+00:00,5.0,0.0001,1665.4873,19.3035,,
6d594d5c,0xe53982bae8078d63b97462ecbd807551e7229e8fe1a17ba196b65cd19dbdb4ec,Highest temperature in Shanghai on May 22? - Will the highest temperature in Shanghai be 24°C on May 22?,2026-05-22T07:34:50.014792+00:00,0.8815,0.01047935418717216,NO,25.0,,0.108,0.016166666666666666,0.705,2026-05-22T12:00:00+00:00,temperature_2m_max,24.0,,equal,31.22222,121.45806,,0,2026-05-22T12:00:07.885857+00:00,22.0375,0.0001,1687.5248,19.3036,,
c6a7dae9,0x35576ef48068cfb996314a1c430f2ab61e65121062b63d965d3f323b3c975435,Lowest temperature in NYC on May 24? - Will the lowest temperature in New York City be between 46-47°F on May 24?,2026-05-22T07:34:55.563350+00:00,0.815,0.001,NO,25.0,,0.184,0.0,0.597,2026-05-24T12:00:00+00:00,temperature_2m_min,7.777777777777778,8.333333333333334,range,40.71427,-74.00597,,0,2026-05-24T12:08:52.387847+00:00,20.375,0.0,1707.8998,19.3036,,
c4962056,0xbd0275a2178d79e51ee40886ab514df071155a7bf752af54b6639bc596e1c972,Lowest temperature in NYC on May 24? - Will the lowest temperature in New York City be between 48-49°F on May 24?,2026-05-22T07:34:56.092325+00:00,0.785,0.01725580621808775,NO,25.0,,0.1977,0.02514102564102564,0.547,2026-05-24T12:00:00+00:00,temperature_2m_min,8.88888888888889,9.444444444444445,range,40.71427,-74.00597,,0,2026-05-24T12:08:52.387847+00:00,19.625,0.0003,1727.5248,19.3039,,
c300e50e,0xfa7c28b30492335e0bec9117fdf75a1204f458dfc6c3251bcb78fbf69ec5c567,Lowest temperature in NYC on May 24? - Will the lowest temperature in New York City be between 50-51°F on May 24?,2026-05-22T07:34:56.639765+00:00,0.7150000000000001,0.12648708407018666,NO,25.0,,0.1585,0.03974358974358974,0.518,2026-05-24T12:00:00+00:00,temperature_2m_min,10.0,10.555555555555555,range,40.71427,-74.00597,,1,2026-05-24T12:08:52.387847+00:00,-7.125,0.763,1720.3998,20.0669,,
8eca6936,0x125845d82d753e59c2648e79ebe8d779de23f404e31c82b00a5c7ebe8045f7f5,Lowest temperature in NYC on May 24? - Will the lowest temperature in New York City be between 52-53°F on May 24?,2026-05-22T07:34:57.170260+00:00,0.045,0.2508742123306149,YES,25.0,,0.2059,0.00897435897435897,0.579,2026-05-24T12:00:00+00:00,temperature_2m_min,11.11111111111111,11.666666666666666,range,40.71427,-74.00597,,0,2026-05-24T12:08:52.387847+00:00,-1.125,0.0629,1719.2748,20.1298,,
7e8af72f,0x53c39cfd3f4e72a2b80a96d3462ae351893cc4579d22a6465b75092556dae07a,Lowest temperature in NYC on May 24? - Will the lowest temperature in New York City be between 54-55°F on May 24?,2026-05-22T07:34:57.737374+00:00,0.665,0.0847387372302162,NO,25.0,,0.2503,0.041025641025641026,0.515,2026-05-24T12:00:00+00:00,temperature_2m_min,12.222222222222221,12.777777777777779,range,40.71427,-74.00597,,0,2026-05-24T12:08:52.387847+00:00,16.625,0.0072,1735.8998,20.137,,
4006c5e3,0xb03a4693d5a1ba24d92b2eaf43ebf35465e16e9bf1e3e76260af2f030e080b6a,Lowest temperature in NYC on May 24? - Will the lowest temperature in New York City be between 56-57°F on May 24?,2026-05-22T07:34:58.299364+00:00,0.6599999999999999,0.007049383718028944,NO,25.0,,0.333,0.0,0.597,2026-05-24T12:00:00+00:00,temperature_2m_min,13.333333333333334,13.88888888888889,range,40.71427,-74.00597,,0,2026-05-24T12:08:52.387847+00:00,16.5,0.0,1752.3998,20.137,,
c813dc40,0x44add70ba912c271d95aa6bf69b536c2d7366b9a1b9e48bd081929ffb0fe1f55,Lowest temperature in Tokyo on May 24? - Will the lowest temperature in Tokyo be 13°C on May 24?,2026-05-22T07:35:01.149733+00:00,0.065,0.146913193579609,YES,25.0,,0.0819,0.09871794871794873,0.4,2026-05-24T12:00:00+00:00,temperature_2m_min,13.0,,equal,35.6895,139.69171,,0,2026-05-24T12:08:52.387847+00:00,-1.625,0.0216,1750.7748,20.1586,,
82f9c674,0xafa4d99946b9db16cdaf556b711a58d2b27ed0a386fc6d63ef0ec21383432097,Highest temperature in NYC on May 23? - Will the highest temperature in New York City be between 58-59°F on May 23?,2026-05-22T08:54:51.551407+00:00,0.685,0.0671680530639598,NO,25.0,,0.2478,0.0495,0.572,2026-05-23T12:00:00+00:00,temperature_2m_max,14.444444444444445,15.0,range,40.71427,-74.00597,,1,2026-05-24T12:08:52.387847+00:00,-7.875,0.8702,1742.8998,21.0288,,
11e80c2f,0xd6fa8e8649df80247c7653a3279a356f1cabdd74311f51e5f8e7acf362dfab78,Highest temperature in NYC on May 23? - Will the highest temperature in New York City be between 60-61°F on May 23?,2026-05-22T08:54:52.193003+00:00,0.85,0.01424374317190287,NO,25.0,,0.1358,0.03283333333333333,0.605,2026-05-23T12:00:00+00:00,temperature_2m_max,15.555555555555555,16.11111111111111,range,40.71427,-74.00597,,0,2026-05-24T12:08:52.387847+00:00,21.25,0.0002,1764.1498,21.029,,
33ae02c2,0x7a22d75bed74abec7882b7dd37df5a493179aecbe635a2656a34309fb19afc2b,Highest temperature in Paris on May 24? - Will the highest temperature in Paris be 31°C on May 24?,2026-05-22T08:55:12.310875+00:00,0.275,0.3920770013797008,YES,25.0,,0.1171,0.04102564102564102,0.519,2026-05-24T12:00:00+00:00,temperature_2m_max,31.0,,equal,48.85341,2.3488,,0,2026-05-24T12:08:52.387847+00:00,-6.875,0.1537,1757.2748,21.1827,,
2237b74b,0x5e60838b11e860dcae9cbba17f7c5e9d2bc99187416fd8613ec8baeb6ef23146,Highest temperature in Hong Kong on May 24? - Will the highest temperature in Hong Kong be 32°C or higher on May 24?,2026-05-22T08:55:23.237715+00:00,0.64,0.04115160820144652,NO,25.0,,0.3188,0.02514102564102564,0.551,2026-05-24T12:00:00+00:00,temperature_2m_max,32.0,,above,22.27832,114.17469,,0,2026-05-24T12:08:52.387847+00:00,16.0,0.0017,1773.2748,21.1844,,
47ee3600,0xba5c746acaf0920ebd4baf094d7f634a89269e6de074feabf83e94f3b84ea4e2,Lowest temperature in Hong Kong on May 25? - Will the lowest temperature in Hong Kong be 21°C or below on May 25?,2026-05-22T08:55:23.801862+00:00,0.9185,0.001,NO,25.0,,0.0805,0.0,0.531,2026-05-25T12:00:00+00:00,temperature_2m_min,21.0,,below,22.27832,114.17469,,0,2026-05-25T12:02:02.991598+00:00,22.9625,0.0,1796.2373,21.1844,,
21056a75,0xcf691e864aa18b99679c931f4f4c2453044a1e5cbaffc27ed90053cd613808e0,Highest temperature in Tokyo on May 23? - Will the highest temperature in Tokyo be 19°C on May 23?,2026-05-22T08:55:47.664711+00:00,0.6,0.29346638916164747,NO,25.0,,0.1065,0.14358974358974358,0.384,2026-05-23T12:00:00+00:00,temperature_2m_max,19.0,,equal,35.6895,139.69171,,0,2026-05-24T12:08:52.387847+00:00,15.0,0.0861,1811.2373,21.2705,,
168e1412,0x320614aceb0dcc6520f65fbe18916880e0b5fb35ba84cc480b7b6f50308da34e,Highest temperature in Madrid on May 23? - Will the highest temperature in Madrid be 31°C on May 23?,2026-05-22T08:56:03.975823+00:00,0.075,0.4004367607413476,YES,25.0,,0.3254,0.16538461538461538,0.34,2026-05-23T12:00:00+00:00,temperature_2m_max,31.0,,equal,40.4165,-3.70256,,0,2026-05-24T12:08:52.387847+00:00,-1.875,0.1603,1809.3623,21.4308,,
a6013f80,0xe4310ddf27e064ca192000a8d7ffd4a5a4521b5cc1cf7e4033a7a6cb0bbcb310,Highest temperature in Madrid on May 23? - Will the highest temperature in Madrid be 33°C on May 23?,2026-05-22T08:56:05.919822+00:00,0.5449999999999999,0.027148337623936036,NO,25.0,,0.4279,0.0,0.671,2026-05-23T12:00:00+00:00,temperature_2m_max,33.0,,equal,40.4165,-3.70256,,0,2026-05-24T12:08:52.387847+00:00,13.625,0.0007,1822.9873,21.4315,,
9b5eacff,0x9e8965fdbfd015bf36e394da9c09ca14a81f990149f5053d7217f35cd77db7a1,Highest temperature in Madrid on May 24? - Will the highest temperature in Madrid be 33°C on May 24?,2026-05-22T08:56:09.814880+00:00,0.7150000000000001,0.010804569663936142,NO,25.0,,0.2742,0.0,0.601,2026-05-24T12:00:00+00:00,temperature_2m_max,33.0,,equal,40.4165,-3.70256,,0,2026-05-24T12:08:52.387847+00:00,17.875,0.0001,1840.8623,21.4316,,
75c41dc7,0x4e2b6506f0e625e0e748089ef40d4ea8734e530bc8ed7a97ea8f43b1b21ab1c9,Highest temperature in Toronto on May 23? - Will the highest temperature in Toronto be 13°C on May 23?,2026-05-22T08:56:20.454778+00:00,0.265,0.35361169018015215,YES,25.0,,0.0886,0.1346153846153846,0.402,2026-05-23T12:00:00+00:00,temperature_2m_max,13.0,,equal,43.70643,-79.39864,,0,2026-05-24T12:08:52.387847+00:00,-6.625,0.125,1834.2373,21.5566,,
73f43a4b,0xbd212e3ca35b97830201c31397adf0fab80af8962c19bd3b1aa9ffd4b89f0ab9,Highest temperature in Seoul on May 23? - Will the highest temperature in Seoul be 22°C on May 23?,2026-05-22T09:08:41.445199+00:00,0.685,0.1909511733896731,NO,25.0,,0.124,0.07435897435897436,0.523,2026-05-23T12:00:00+00:00,temperature_2m_max,22.0,,equal,37.566,126.9784,,1,2026-05-24T12:08:52.387847+00:00,-7.875,0.6546,1826.3623,22.2112,,
dd7bc164,0xc1d87d617aa5ff7f80e6e931baed09e6accc5cd680df1266a272214a4e78b19e,Highest temperature in Seoul on May 24? - Will the highest temperature in Seoul be 25°C or higher on May 24?,2026-05-22T09:08:44.796888+00:00,0.56,0.9434677341524338,YES,25.0,,0.3835,0.050782051282051266,0.5,2026-05-24T12:00:00+00:00,temperature_2m_max,25.0,,above,37.566,126.9784,,1,2026-05-24T12:08:52.387847+00:00,11.0,0.0032,1837.3623,22.2144,,
8b72ef90,0x63481408eb20ec4a4e7505edd1161e859a541fa373dfa68c9155335639050738,Highest temperature in Miami on May 23? - Will the highest temperature in Miami be between 88-89°F on May 23?,2026-05-22T09:09:00.122160+00:00,0.5549999999999999,0.11573783337092328,NO,25.0,,0.3293,0.07642307692307693,0.519,2026-05-23T12:00:00+00:00,temperature_2m_max,31.11111111111111,31.666666666666668,range,25.77427,-80.19366,,0,2026-05-24T12:08:52.387847+00:00,13.875,0.0134,1851.2373,22.2278,,
6dba3299,0x21719ad0f52252da062f57feffb292dccccd0e22bbddaee7c454a5156a340650,Highest temperature in Atlanta on May 24? - Will the highest temperature in Atlanta be between 80-81°F on May 24?,2026-05-22T09:13:33.391059+00:00,0.75,0.09614266480676478,NO,25.0,,0.1539,0.015384615384615385,0.571,2026-05-24T12:00:00+00:00,temperature_2m_max,26.666666666666668,27.22222222222222,range,33.749,-84.38798,,0,2026-05-24T12:08:52.387847+00:00,18.75,0.0092,1869.9873,22.237,,
a18b124d,0x29781f4b2dd12ea69d9fb78f4e1758035c0e3872cc8b2b63bae17af7ce26345c,Highest temperature in Dallas on May 23? - Will the highest temperature in Dallas be between 80-81°F on May 23?,2026-05-22T09:13:42.518577+00:00,0.7150000000000001,0.05269586485050471,NO,25.0,,0.2323,0.03461538461538462,0.603,2026-05-23T12:00:00+00:00,temperature_2m_max,26.666666666666668,27.22222222222222,range,32.78306,-96.80667,,1,2026-05-24T12:08:52.387847+00:00,-7.125,0.8974,1862.8623,23.1344,,
7eede872,0xe3ccd91e8a1f37c743478be30c10096d8a796d4250be9ab6cd9036643cc28fea,Highest temperature in Dallas on May 23? - Will the highest temperature in Dallas be between 82-83°F on May 23?,2026-05-22T09:13:43.085720+00:00,0.6950000000000001,0.06644500003181658,NO,25.0,,0.2386,0.06025641025641026,0.551,2026-05-23T12:00:00+00:00,temperature_2m_max,27.77777777777778,28.333333333333332,range,32.78306,-96.80667,,0,2026-05-24T12:08:52.387847+00:00,17.375,0.0044,1880.2373,23.1388,,
37a9fb40,0xe4878c277d2d3a23bb6c247edf4c1e7e4bd26174172c7afbe026106441378ed3,Highest temperature in Dallas on May 23? - Will the highest temperature in Dallas be between 84-85°F on May 23?,2026-05-22T09:13:43.670821+00:00,0.815,0.09692504226705627,NO,25.0,,0.0881,0.024358974358974363,0.623,2026-05-23T12:00:00+00:00,temperature_2m_max,28.88888888888889,29.444444444444443,range,32.78306,-96.80667,,0,2026-05-24T12:08:52.387847+00:00,20.375,0.0094,1900.6123,23.1482,,
38b81be3,0x477966aa710477619549ea64e798f9bd377830d18acfa65bd88e0c5a914054ed,Highest temperature in Tel Aviv on May 23? - Will the highest temperature in Tel Aviv be 28°C on May 23?,2026-05-22T09:14:02.775704+00:00,0.6599999999999999,0.0204142754431172,NO,25.0,,0.3196,0.01232051282051282,0.647,2026-05-23T12:00:00+00:00,temperature_2m_max,28.0,,equal,32.08088,34.78057,,0,2026-05-24T12:08:52.387847+00:00,16.5,0.0004,1917.1123,23.1486,,
2660a1e6,0xe3c3e34b70bbb9831bc59917e2c311a15876b015c1ab7c29867ada56608fa983,Highest temperature in Tel Aviv on May 23? - Will the highest temperature in Tel Aviv be 29°C on May 23?,2026-05-22T09:14:03.332654+00:00,0.81,0.005497921200798209,NO,25.0,,0.1845,0.0,0.672,2026-05-23T12:00:00+00:00,temperature_2m_max,29.0,,equal,32.08088,34.78057,,0,2026-05-24T12:08:52.387847+00:00,20.25,0.0,1937.3623,23.1486,,
ee9cc630,0x899c40c074d0d2cc6663c32717832b2554eaf285d6cf4543c8bf98ad1321196f,Highest temperature in Tel Aviv on May 24? - Will the highest temperature in Tel Aviv be 26°C on May 24?,2026-05-22T09:14:07.213065+00:00,0.655,0.0636258287719545,NO,25.0,,0.2814,0.03796153846153846,0.526,2026-05-24T12:00:00+00:00,temperature_2m_max,26.0,,equal,32.08088,34.78057,,0,2026-05-24T12:08:52.387847+00:00,16.375,0.004,1953.7373,23.1526,,
990b2f7e,0x2c0f2aee8d6bb96268e69392aaf1314c91a1e71c6ace4cec21f8359bd7cc8108,Lowest temperature in Miami on May 24? - Will the lowest temperature in Miami be 73°F or below on May 24?,2026-05-22T13:41:10.580115+00:00,0.75,0.1394803852040054,NO,25.0,,0.1105,0.0,0.865,2026-05-24T12:00:00+00:00,temperature_2m_min,22.77777777777778,,below,25.77427,-80.19366,,0,2026-05-24T12:08:52.387847+00:00,18.75,0.0195,1972.4873,23.1721,,
775926f8,0x75581c1964e76743c13088d40ec6646013d9c29720596e3f0ac758d8a419147b,Lowest temperature in Miami on May 24? - Will the lowest temperature in Miami be between 76-77°F on May 24?,2026-05-22T13:41:11.227871+00:00,0.8,0.0939332945244501,NO,25.0,,0.1061,0.08979510202524663,0.685,2026-05-24T12:00:00+00:00,temperature_2m_min,24.444444444444443,25.0,range,25.77427,-80.19366,,0,2026-05-24T12:08:52.387847+00:00,20.0,0.0088,1992.4873,23.1809,,
aa92b875,0x3409c1358c7cafd4d9c43739c0084caa33dbb0361cce04e6e9e6d5568a617577,Lowest temperature in Miami on May 24? - Will the lowest temperature in Miami be between 80-81°F on May 24?,2026-05-22T13:41:11.886217+00:00,0.795,0.09394729958637615,NO,25.0,,0.1111,0.09860370864234617,0.668,2026-05-24T12:00:00+00:00,temperature_2m_min,26.666666666666668,27.22222222222222,range,25.77427,-80.19366,,1,2026-05-24T12:08:52.387847+00:00,-5.125,0.8209,1987.3623,24.0018,,
92c282df,0x125845d82d753e59c2648e79ebe8d779de23f404e31c82b00a5c7ebe8045f7f5,Lowest temperature in NYC on May 24? - Will the lowest temperature in New York City be between 52-53°F on May 24?,2026-05-22T13:41:20.040270+00:00,0.72,0.09422433768659355,NO,25.0,,0.1858,0.0851312943523503,0.695,2026-05-24T12:00:00+00:00,temperature_2m_min,11.11111111111111,11.666666666666666,range,40.71427,-74.00597,,0,2026-05-24T12:08:52.387847+00:00,18.0,0.0089,2005.3623,24.0107,,
74cc42b2,0x523ca5341a77333c288b0583e95f61683d36c402a14359698542f109839a560a,Highest temperature in NYC on May 23? - Will the highest temperature in New York City be between 56-57°F on May 23?,2026-05-22T13:42:13.934009+00:00,0.615,0.07441979714237945,NO,25.0,,0.3106,0.16069121641186068,0.614,2026-05-23T12:00:00+00:00,temperature_2m_max,13.333333333333334,13.88888888888889,range,40.71427,-74.00597,,0,2026-05-24T12:08:52.387847+00:00,15.375,0.0055,2020.7373,24.0162,,
a7ff3849,0x21a748ff1b48a6701f4cfd66f854f372be692dcbaa343bd10af29d3ea9b8840a,Highest temperature in Paris on May 23? - Will the highest temperature in Paris be 30°C on May 23?,2026-05-22T13:42:21.824684+00:00,0.5549999999999999,0.19667688688534013,NO,25.0,,0.2483,0.19182607155163775,0.551,2026-05-23T12:00:00+00:00,temperature_2m_max,30.0,,equal,48.85341,2.3488,,0,2026-05-24T12:08:52.387847+00:00,13.875,0.0387,2034.6123,24.0549,,
01b41e5a,0x32368604e4eabbdf817a0ff5ae7275cb7c5f5fc7b89674f0516f495f868ff4b0,Highest temperature in Tokyo on May 24? - Will the highest temperature in Tokyo be 22°C on May 24?,2026-05-22T13:43:03.783903+00:00,0.6699999999999999,0.23600993455015862,NO,25.0,,0.094,0.14486390317108228,0.575,2026-05-24T12:00:00+00:00,temperature_2m_max,22.0,,equal,35.6895,139.69171,,0,2026-05-24T12:08:52.387847+00:00,16.75,0.0557,2051.3623,24.1106,,
5c965e22,0x02fbe1f4cc89b1f0dfb967c9dae48144d20805361d5f9279e3cb0f0beb6cdb3b,Highest temperature in Atlanta on May 24? - Will the highest temperature in Atlanta be between 82-83°F on May 24?,2026-05-22T13:44:12.146094+00:00,0.75,0.09389416739861878,NO,25.0,,0.1561,0.027061508173657225,0.811,2026-05-24T12:00:00+00:00,temperature_2m_max,27.77777777777778,28.333333333333332,range,33.749,-84.38798,,0,2026-05-24T12:08:52.387847+00:00,18.75,0.0088,2070.1123,24.1194,,
b5ed06cf,0x9133dcc7d359a890a2e5fbdeeb17639680cb0336214554729f33ee32613ea28b,Highest temperature in Shenzhen on May 25? - Will the highest temperature in Shenzhen be 33°C on May 25?,2026-05-25T07:14:51.426969+00:00,0.15000000000000002,0.18536921604048562,NO,22.02,0.881,0.6646,0.023703186289005463,0.939,2026-05-25T12:00:00+00:00,temperature_2m_max,33.0,,equal,22.54554,114.0683,,0,2026-05-25T12:02:02.991598+00:00,3.303,0.0344,2073.4153,24.1538,,
d64951b2,0xcf9aea0528348a320cbd6e69a97fdfd490c28cb2bff2e84cdc1194edd077d21f,Lowest temperature in NYC on May 25? - Will the lowest temperature in New York City be between 54-55°F on May 25?,2026-05-25T07:49:03.099453+00:00,0.030000000000000027,0.12889214969394192,NO,25.0,1.0,0.8411,0.0,0.988,2026-05-25T12:00:00+00:00,temperature_2m_min,12.222222222222221,12.777777777777779,range,40.71427,-74.00597,,0,2026-05-25T12:02:02.991598+00:00,0.75,0.0166,2074.1653,24.1704,,
2e479a0f,0x428dd7dbb5fb23a27671394c541857a088f0f233a3865777d8fb422417917f7e,Highest temperature in London on May 26? - Will the highest temperature in London be 33°C on May 26?,2026-05-25T08:10:24.554096+00:00,0.265,0.4425386389514954,YES,4.52,0.181,0.1775,0.16351484902422025,0.592,2026-05-26T12:00:00+00:00,temperature_2m_max,33.0,,equal,51.50853,-0.12574,,0,2026-05-27T12:01:24.001802+00:00,-1.1978,0.1958,2072.9675,24.3662,,
a0e8a736,0x5c98c2d72865c789befc96113617de60f35ad5da2b78329c1ab1824c9814e2f9,Highest temperature in NYC on May 26? - Will the highest temperature in New York City be between 74-75°F on May 26?,2026-05-25T08:10:56.391762+00:00,0.035,0.18270185238201797,YES,21.38,0.855,0.1477,0.027590032195400026,0.864,2026-05-26T12:00:00+00:00,temperature_2m_max,23.333333333333332,23.88888888888889,range,40.71427,-74.00597,,0,2026-05-27T12:01:24.001802+00:00,-0.7483,0.0334,2072.2192,24.3996,,
3b349bf7,0x39bdbb8c142e6d7ead150ea4f78c45e01f93cfc95f0f2ab74bb45b0c51c6cc7a,Highest temperature in NYC on May 26? - Will the highest temperature in New York City be between 78-79°F on May 26?,2026-05-25T08:10:58.954894+00:00,0.655,0.22705948255539227,NO,18.45,0.738,0.1179,0.051179955350158714,0.817,2026-05-26T12:00:00+00:00,temperature_2m_max,25.555555555555557,26.11111111111111,range,40.71427,-74.00597,,0,2026-05-27T12:01:24.001802+00:00,12.0847,0.0516,2084.3039,24.4512,,
182dd2c3,0xa3d50a9afff75c9130a1908de07928c090411e007a5873af20db0048214944d4,Highest temperature in NYC on May 26? - Will the highest temperature in New York City be between 80-81°F on May 26?,2026-05-25T08:11:00.306275+00:00,0.655,0.1951034127502544,NO,20.7,0.828,0.1499,0.03311036539055854,0.853,2026-05-26T12:00:00+00:00,temperature_2m_max,26.666666666666668,27.22222222222222,range,40.71427,-74.00597,,0,2026-05-27T12:01:24.001802+00:00,13.5585,0.0381,2097.8624,24.4893,,
90683ad4,0xc9b04e483a1c1bf4f0e875c9390d443e3a75a83885725a99cb17dbe492312cb8,Highest temperature in Hong Kong on May 26? - Will the highest temperature in Hong Kong be 33°C or higher on May 26?,2026-05-25T08:28:02.717545+00:00,0.565,0.11987233603625502,NO,24.82,0.993,0.3151,0.0,0.92,2026-05-26T12:00:00+00:00,temperature_2m_max,33.0,,above,22.27832,114.17469,,0,2026-05-27T12:01:24.001802+00:00,14.0233,0.0144,2111.8857,24.5037,,
b1a18f55,0xdbdfd584988f2fb0aaef04a67395fea0522377bd95f373517f20f3edfe68ed11,Highest temperature in Tokyo on May 26? - Will the highest temperature in Tokyo be 26°C on May 26?,2026-05-25T08:28:30.690792+00:00,0.5900000000000001,0.29378591016768624,NO,16.73,0.669,0.1162,0.06520465710405635,0.789,2026-05-26T12:00:00+00:00,temperature_2m_max,26.0,,equal,35.6895,139.69171,,1,2026-05-27T12:01:24.001802+00:00,-6.8593,0.4987,2105.0264,25.0024,,
6e381fc4,0x519dd6e56f9de537e60ca53b97e79c40d6cc7daee3ddd6a634b67a3a17fc4ce4,Lowest temperature in Tokyo on May 26? - Will the lowest temperature in Tokyo be 19°C on May 26?,2026-05-25T08:28:42.121543+00:00,0.6699999999999999,0.17793421227655648,NO,22.93,0.917,0.1521,0.015242079505576692,0.889,2026-05-26T12:00:00+00:00,temperature_2m_min,19.0,,equal,35.6895,139.69171,,1,2026-05-27T12:01:24.001802+00:00,-7.5669,0.6758,2097.4595,25.6782,,
6fba8af7,0x9cd80866b3679c2230ccb33512323edc532fff13434a3dcd20f54c323a0e7370,Highest temperature in Madrid on May 26? - Will the highest temperature in Madrid be 33°C on May 26?,2026-05-25T08:31:14.919442+00:00,0.26,0.35485419008220404,YES,10.85,0.434,0.0949,0.11266568046905658,0.695,2026-05-26T12:00:00+00:00,temperature_2m_max,33.0,,equal,40.4165,-3.70256,,0,2026-05-27T12:01:24.001802+00:00,-2.821,0.1259,2094.6385,25.8041,,
6616e6ba,0xb9262209ecca2941ee34f40b8f9b9cfa7c353280850da74cad3097e92370e2c4,Highest temperature in Seoul on May 26? - Will the highest temperature in Seoul be 25°C or higher on May 26?,2026-05-25T08:44:24.081419+00:00,0.27,0.47678403002510444,NO,15.7,0.628,0.2532,0.07354576547070489,0.773,2026-05-26T12:00:00+00:00,temperature_2m_max,25.0,,above,37.566,126.9784,,1,2026-05-27T12:01:24.001802+00:00,-11.461,0.2738,2083.1775,26.0779,,
1c6af971,0xd55f8a4d80c306fc5107bca437d57562a3bf75c48b1aef7e68b409ec714bbd6f,Highest temperature in Miami on May 26? - Will the highest temperature in Miami be between 84-85°F on May 26?,2026-05-25T09:13:04.420411+00:00,0.039,0.40579969432197033,YES,6.38,0.255,0.3668,0.14866226533926646,0.625,2026-05-26T12:00:00+00:00,temperature_2m_max,28.88888888888889,29.444444444444443,range,25.77427,-80.19366,,0,2026-05-27T12:01:24.001802+00:00,-0.2488,0.1647,2082.9287,26.2426,,
0d44a8c6,0x3c0a6023affdb11a0865fc097c7f01b79a1750bce1fbaaecf7ed29d26b7c8913,Highest temperature in Miami on May 26? - Will the highest temperature in Miami be between 88-89°F on May 26?,2026-05-25T09:13:10.349431+00:00,0.505,0.3089470237105254,NO,12.9,0.516,0.1861,0.09622695871839496,0.729,2026-05-26T12:00:00+00:00,temperature_2m_max,31.11111111111111,31.666666666666668,range,25.77427,-80.19366,,0,2026-05-27T12:01:24.001802+00:00,6.5145,0.0954,2089.4432,26.338,,
dea92f29,0x01cd26b1c838eda1bfec94eb9303225173364f78a5f3058c6cc8525025cd9fd8,Highest temperature in Miami on May 26? - Will the highest temperature in Miami be between 90-91°F on May 26?,2026-05-25T09:13:11.621621+00:00,0.245,0.33120797743159414,YES,11.4,0.456,0.0862,0.10831425412329321,0.705,2026-05-26T12:00:00+00:00,temperature_2m_max,32.22222222222222,32.77777777777778,range,25.77427,-80.19366,,0,2026-05-27T12:01:24.001802+00:00,-2.793,0.1097,2086.6502,26.4477,,
